Anime ID,Romaji Title,English Title,Description,Episodes,Start Date,End Date,Duration,Popularity,Source,Season,Year,Favorites,Average Score,isAdult,Genres
1808,Kamichama Karin,God Karin,"Karin Hanazono is an orphan, living with her relatives. Her life has never been easy, her studies are not well, she is not the best in sports and technically she is miserable. Left with only a ring as a memento from her departed mother, she suddenly finds her life changed, as she was mourning her pet cat, Shii-chan. On that night she met a strange boy, Kazune Kujyou. After that event, she experiences several mysterious incidences that soon led her to find out that she is a little goddess. Finding others like her she soon sets out to understand herself better as her mysterious powers grow and she becomes beset by opponents. <br><br>
(Source: Anime News Network)",26,"{'year': 2007, 'month': 4, 'day': 6}","{'year': 2007, 'month': 9, 'day': 28}",24,6686,MANGA,SPRING,2007,76,64,False,"Comedy, Fantasy, Mahou Shoujo"
1810,Kyoshiro to Towa no Sora,Shattered Angels,"Kuu attends school in the city of learning, Academia. She soon finds herself locked in conflict with the Absolute Angels: a group of beautiful girls who feed on human life force to survive. Wielding god-like strength, they have the power to destroy the world itself. But are they truly demons of destruction or simply innocent girls trapped in a fate they can’t escape? <br><br>
(Source: Crunchyroll) ",12,"{'year': 2007, 'month': 1, 'day': 5}","{'year': 2007, 'month': 3, 'day': 23}",24,5248,MANGA,WINTER,2007,28,55,False,"Drama, Romance"
1811,Bounty Dog: Getsumen no Ibu,Bounty Dog,"In the future, mankind has colonized the bleak expanses of the moon. Cities now stand proudly where there was once only desolation and emptiness. But there are alien forces that do not want mankind to succeed and only one man can stop them. He is a member of the Bounty Dog Investigation Unit, a high-tech cybernetic mercenary team.",2,"{'year': 1994, 'month': 10, 'day': 1}","{'year': 1994, 'month': 11, 'day': 1}",30,1007,ORIGINAL,FALL,1994,5,48,False,"Action, Sci-Fi"
1812,HANOKA,,"This anime is the first full-fledged TV anime made with FLASH.<br><br>
The story takes place on a planet Tokinea where human beings and Star Races have been fighting. The story revolves around a girl who was made as &ldquo;Demon God&rdquo;, an ultimate weapon against human beings, and a boy who is a partner of the girl.<br><br>
(Source: AnimeNfo)",12,"{'year': 2006, 'month': 8, 'day': 8}","{'year': 2006, 'month': 10, 'day': 31}",5,1336,ORIGINAL,SUMMER,2006,6,28,False,Sci-Fi
1813,Genshiken OVA,,"It's the start of a new year for the Genshiken crew, and that means recruiting new members. Always a dreaded task, The Society for the Study of Modern Visual Culture manages to get Chika Ogiue pushed onto them from the Manga Club. With her introduction of ""I'm Ogiue and I hate otaku"", this year certainly will be anything but boring.<br><br>
(Source: Anime News Network)",3,"{'year': 2006, 'month': 12, 'day': 22}","{'year': 2007, 'month': 4, 'day': 25}",24,8365,MANGA,WINTER,2006,34,73,False,"Comedy, Slice of Life"
1815,Shakugan no Shana Movie,Shakugan no Shana: The Movie,"The movie is not a sequel to the anime, but is an adaptation of all the events in the first novel and contains events that were not in the anime series.<br><br>
(Source: Wikipedia)",1,"{'year': 2007, 'month': 4, 'day': 21}","{'year': 2007, 'month': 4, 'day': 21}",90,9578,LIGHT_NOVEL,SPRING,2007,50,70,False,"Action, Adventure, Drama, Fantasy, Romance, Supernatural"
1816,Sonic X,Sonic X,"Back on Sonic's home planet, Eggman has collected all 7 of the Chaos Emeralds, and is about to have absolute power when Sonic interferes, causing an explosion that sends everyone from their world to Earth. Sonic and his friends team up with 12 year old Christopher Thorndyke to collect all the Chaos Emeralds and defeat the evil Dr. Eggman.<br><br>
(Source: Anime News Network)",52,"{'year': 2003, 'month': 4, 'day': 6}","{'year': 2004, 'month': 3, 'day': 28}",25,15879,VIDEO_GAME,SPRING,2003,302,62,False,"Action, Adventure, Comedy, Fantasy, Mecha, Sci-Fi"
1817,DearS: Kin no Tama desu no?,,"Miu wins the grand prize in the local shopping district raffle, which is a free pass for up to four people to Yuniataru Studio, a spa resort. She decides to take Takeya, Ren and Neneko since her grandparents couldn't attend. ",1,"{'year': 2005, 'month': 3, 'day': 16}","{'year': 2005, 'month': 3, 'day': 16}",23,3298,MANGA,SPRING,2005,16,61,False,"Comedy, Ecchi, Romance, Sci-Fi"
1818,CLAYMORE,Claymore,"A brutal scourge stalks the land. Yoma, monsters driven by a hunger satisfied by only one quarry - Humanity. The dark breed knows but a singular foe: Claymore. Human-Yoma hybrids of extraordinary strength and cunning, the Claymores roam from skirmish to skirmish delivering salvation by the edge of a blade.<br>
<br>
Thus begins the twisting tale of Clare, one such sister of the sword driven by pain in both victory and defeat. A child silent and suffering hidden in her past, Clare's march toward vengeance unfolds along a path marked by violence, solitude and scorn. In a land where even the predator is prey, the haunted hearts of hunter and hunted alike wear the scars of the age.<br>
<br>
(Source: Funimation)",26,"{'year': 2007, 'month': 4, 'day': 4}","{'year': 2007, 'month': 9, 'day': 26}",23,80931,MANGA,SPRING,2007,1410,73,False,"Action, Adventure, Fantasy, Horror"
1819,Daimajuu Gekitou Hagane no Oni,,"In the year 1999, a team of UN scientists in an attempt to tap into a new energy resource on a deserted island called Sansara, unknownigly open a portal to another universe, unleashing dormant biomechanical entities. Three years later, Takuya Goroza returns to the island of Sansara urged by a mysterious request by college chum Haruka Alford. Little does he know, his old friend isn't what he appears to be... <br><br>
(Source: Anime News Network)",1,"{'year': 1987, 'month': 12, 'day': 10}","{'year': 1987, 'month': 12, 'day': 10}",56,923,ORIGINAL,,,6,46,False,"Action, Horror, Mecha, Sci-Fi"
1820,Power Dolls,,"In 2535 A.D., after decades of oppressive policies instituted by the Terran government, the people of the colony world Omni joined together to declare their independence from the tyranny of planet Earth. Lacking an established military or specialized weapons of warfare, the Omni rebellion seemed doomed to failure. However, by adapting the robotic Power Loaders used for unloading spaceships into man-like battle tanks, the Rebel forces instead introduced a whole new era of mechanized combat. Now, the future of the planet Omni rests upon a handful of young female pilots who serve in the special Detachment of Limited Line Service. Their code name: The Power Dolls!<br><br>
(Source: AniDB)",2,"{'year': 1996, 'month': 3, 'day': 1}","{'year': 1998, 'month': 3, 'day': 1}",25,734,VIDEO_GAME,SPRING,1996,1,45,False,"Action, Adventure, Mecha, Sci-Fi"
1821,Guren,Blood Shadow,"In a world where demons lurk behind every shadow, ready to ravage any woman who crosses their path, murder and bloodshed are a way of life. A team of feisty female fighters known as the Crimson Lotus is humanity's last hope for survival. When tragedy strikes and one of their members is slaughtered, it's time for the Crimson Lotus to destroy the demons at their source, and bathe the underworld in the blood of vengeance!",3,"{'year': 2001, 'month': 9, 'day': 7}","{'year': 2002, 'month': 3, 'day': 29}",30,815,VISUAL_NOVEL,FALL,2001,6,55,True,Hentai
1822,The Hakkenden,The Hakkenden: Legend of the Dog Warriors,"""During the blood-soaked feudal wars of Japan, the Awa clan faced certain extinction from a rival clan backed by demonic forces. Their clan's salvation becomes a curse when the family dog brings back the head of the enemy warlord but insists upon marrying the lord's daughter! This unnatural union bears fruit, but they are killed; and their eight unborn pups reincarnate as the eight Dog Warriors - The Hakkenden. The eight reincarnated souls travel their separate paths of violence and retribution, but slowly they come together as a formidable group representing the eight virtues of the bushido to slay the demons and redeem their clan!""<br><br>
(Source: DVD Complete Series Back Cover)",6,"{'year': 1990, 'month': 10, 'day': 25}","{'year': 1991, 'month': 3, 'day': 25}",30,2321,OTHER,FALL,1990,12,59,False,"Action, Adventure"
1823,Shin Hakkenden,,"Based on the long cherished, classic Japanese novel Nanso Satomi Hakkenden by Bakin Kyokutei Takizawa (1767), a modified version of it was made into animation.<br><br>
Taking place in the future, during this time wars were occuring in heaven, mostly for possession between the eight moons created by the savior Fuse that surrounded God's land. When the war ended, there was only one ruling family - that of the Oowaris, and the remaining son gained control of all the moons of heaven, except for one. Meiten, the moon of the pope, where people refrained from war and were therefore out of it's terms.<br><br>
Eight people. Each from one of the eight moons. Each possessing one of the jewels - the elements that compose Earth. They are those who are destined to become saviors of humanity. All of them have sacrificed for these jewels, and are determined to complete their duty to Queen Fuse who entrusted these to them. When the mad emperor Kai threatens to revive a ghost who wants to prevent the restoration of Earth, these eight must battle using the powers given by their jewels in order to create Earth and defeat those who want to prevent it.<br><br>
So they all go to Kusanagi, the ship in the center of God's land. They must gather the jewels in the key called Yatsufusa at Kusanagi's center, in order to create Earth.<br><br>
(Source: AniDB)",26,"{'year': 1999, 'month': 4, 'day': 3}","{'year': 1999, 'month': 9, 'day': 25}",26,1246,OTHER,SPRING,1999,14,63,False,"Action, Adventure, Sci-Fi"
1824,Hadashi no Gen,Barefoot Gen,"It's the summer of 1945. 3 years have elapsed since the war between Japan and USA began. Gen is a young boy living a struggling yet satisfying life in the city of Hiroshima, that has been strangely spared by the bombing taken in almost every other Japanese City. Food is scarce, and Gen's family is suffering from severe malnutrition, which endangeres his pregnant mother. There isn't much spare time as Gen and his little brother Shinji help their father and mother at work and try to make sure their family survives the tought times. Little do they know, what the Americans have in store for the city of Hiroshima and as of the 6th of August 1945, their lives are about to change dramatically.
<br><br>
(Source: Anime News Network)",1,"{'year': 1983, 'month': 7, 'day': 21}","{'year': 1983, 'month': 7, 'day': 21}",83,11384,MANGA,SUMMER,1983,117,74,False,Drama
1825,Hadashi no Gen 2,Barefoot Gen 2,"Three years have passed since the bombing of Hiroshima and Gen is now a fourth-grader. Hiroshima is still a ruin, and Gen must scrounge for scrap metal to help keep himself and his remaining family fed, but at least commerce has returned to the land. As his mother gradually grows ill from radiation sickness, Gen and Ryuta befriend a group of orphans led by a tough-nosed older child and including a girl who still bears ugly burn scars from the day of the bomb. An old man suffering from depression is also drawn into the group as they come together to support each other and form a makeshift family. Reality is still harsh, however, as many orphans still die lonely deaths and the grim reminders of what happened linger everywhere.
<br><br>
(Source: Anime News Network)",1,"{'year': 1986, 'month': 6, 'day': 14}","{'year': 1986, 'month': 6, 'day': 14}",86,3088,MANGA,SUMMER,1986,26,70,False,Drama
1826,Deltora Quest,Deltora Quest,"The evil Shadow Lord has taken control of the kingdom of Deltora and has driven the land and its people into misfortune and suffering. Lief, the son of a blacksmith, has just turned sixteen and is entrusted, along with his two companions Barda and Jasmine, with an important mission: to retrieve the stolen seven magical stones that once reunited within the Belt of Deltora, will bring power to the true heir of Deltora and give him the power to free the kingdom from the tyranny of the Shadow Lord. There is just one problem; the seven stones have been scattered all across Deltora and currently reside in the hands of seven wicked men who are not easily willing to give them up.
<br><br>
(Source: Anime News Network)",65,"{'year': 2007, 'month': 1, 'day': 6}","{'year': 2008, 'month': 3, 'day': 29}",25,4869,OTHER,WINTER,2007,70,65,False,"Adventure, Fantasy"
1827,Seirei no Moribito,Moribito: Guardian of the Spirit,"Balsa’s prowess in battle is legendary, but the weight of death bears heavily on the spear-wielding mercenary’s soul. To atone, she has sworn to save 8 lives, no matter what the cost, and now only one life remains. Prince Chagum has been blessed with the power to stave off the droughts that threaten to starve and destroy his father’s empire, but he has been accused of being possessed by evil spirits, and court officials have set his own father against him. Condemned to death, he is saved by Balsa’s intervention and now, together, the two must unravel the secret of Chagum’s powers and the spirit behind them… before the armies sent to murder them can succeed!<br><br>
(Source: Sentai Filmworks)",26,"{'year': 2007, 'month': 4, 'day': 7}","{'year': 2007, 'month': 9, 'day': 29}",25,32265,OTHER,SPRING,2007,538,79,False,"Action, Adventure, Fantasy"
